image_name,gap_id,gap_index,orientation,sample_id,distance_mm,used_in_trimmed_mean,point_a_x_px,point_a_y_px,point_b_x_px,point_b_y_px
Multimedia_32.jpg,1,1,vertical,7,8.857147216796875,True,189.98413134366274,608.888916015625,198.8412785604596,608.888916015625
Multimedia_32.jpg,1,1,vertical,8,9.571426391601562,True,190.92065453901887,622.4444580078125,200.49208093062043,622.4444580078125
Multimedia_32.jpg,1,1,vertical,9,10.857147216796875,False,191.57144165039062,636.0,202.4285888671875,636.0
Multimedia_33.jpg,0,0,vertical,0,13.571441650390625,False,184.57144165039062,91.0,198.14288330078125,91.0
Multimedia_33.jpg,0,0,vertical,1,11.793650551466271,True,186.0,118.44444274902344,197.79365055146627,118.44444274902344
Multimedia_33.jpg,0,0,vertical,2,9.999969482421875,True,187.00003051757812,145.88888549804688,197.0,145.88888549804688
Multimedia_33.jpg,0,0,vertical,3,7.809512910433114,True,187.19050234835595,173.33334350585938,195.00001525878906,173.33334350585938
Multimedia_33.jpg,0,0,vertical,4,6.0000152587890625,True,188.00001525878906,200.77777099609375,194.00003051757812,200.77777099609375
Multimedia_33.jpg,0,0,vertical,5,4.9999847412109375,True,188.00001525878906,228.22222900390625,193.0,228.22222900390625
Multimedia_33.jpg,0,0,vertical,6,3.9047488258220255,True,189.09525117417797,255.6666717529297,193.0,255.6666717529297
Multimedia_33.jpg,0,0,vertical,7,3.0000152587890625,True,191.00001525878906,283.1111145019531,194.00003051757812,283.1111145019531
Multimedia_33.jpg,0,0,vertical,8,2.0000152587890625,True,192.00001525878906,310.5555419921875,194.00003051757812,310.5555419921875
Multimedia_33.jpg,0,0,vertical,9,0.857147216796875,False,192.57142639160156,338.0,193.42857360839844,338.0
Multimedia_33.jpg,1,1,vertical,0,0.857147216796875,False,183.57142639160156,553.0,184.42857360839844,553.0
Multimedia_33.jpg,1,1,vertical,1,3.428558349609375,True,183.38097417913377,570.6666870117188,186.80953252874315,570.6666870117188
Multimedia_33.jpg,1,1,vertical,2,5.190467471256852,True,184.00001525878906,588.3333129882812,189.19048273004591,588.3333129882812
Multimedia_33.jpg,1,1,vertical,3,7.0,True,184.00001525878906,606.0,191.00001525878906,606.0
Multimedia_33.jpg,1,1,vertical,4,8.0,True,184.00001525878906,623.6666870117188,192.00001525878906,623.6666870117188
Multimedia_33.jpg,1,1,vertical,5,8.333320254459977,True,184.00001525878906,641.3333129882812,192.33333551324904,641.3333129882812
Multimedia_33.jpg,1,1,vertical,6,9.714279174804688,True,184.00001525878906,659.0,193.71429443359375,659.0
Multimedia_33.jpg,1,1,vertical,7,10.238106137141585,True,185.0,676.6666870117188,195.23810613714159,676.6666870117188
Multimedia_33.jpg,1,1,vertical,8,12.0,False,185.0,694.3333129882812,197.0,694.3333129882812
Multimedia_33.jpg,1,1,vertical,9,11.857147216796875,True,186.57144165039062,712.0,198.4285888671875,712.0
Multimedia_34.jpg,0,0,vertical,0,11.857131958007812,False,173.57144165039062,86.0,185.42857360839844,86.0
