image_name,gap_id,gap_index,orientation,boundary,sample_id,point_a_x_px,point_a_y_px,point_b_x_px,point_b_y_px,distance_px,distance_mm,used_in_trimmed_mean
Multimedia_37.jpg,0,0,horizontal,A,2,239.0,602.7142944335938,239.0,610.0000610351562,7.2857666015625,197.28570556640625,True
Multimedia_37.jpg,0,0,horizontal,A,3,297.0,598.5714721679688,297.0,605.0000610351562,6.4285888671875,201.42852783203125,True
Multimedia_37.jpg,0,0,horizontal,A,4,355.0,593.71435546875,355.0,601.4285888671875,7.7142333984375,206.28564453125,False
Multimedia_37.jpg,0,0,horizontal,B,5,123.0,618.4286499023438,123.0,606.5714111328125,11.85723876953125,181.57135009765625,False
Multimedia_37.jpg,0,0,horizontal,B,6,181.0,614.0,181.0,604.7142944335938,9.28570556640625,186.0,True
Multimedia_37.jpg,0,0,horizontal,B,7,239.0,610.0000610351562,239.0,602.7142944335938,7.2857666015625,189.99993896484375,True
Multimedia_37.jpg,0,0,horizontal,B,8,297.0,605.0000610351562,297.0,598.5714721679688,6.4285888671875,194.99993896484375,True
Multimedia_37.jpg,0,0,horizontal,B,9,355.0,601.4285888671875,355.0,593.71435546875,7.7142333984375,198.5714111328125,True
Multimedia_37.jpg,1,1,horizontal,A,0,452.0,598.1428833007812,452.0,611.4286499023438,13.2857666015625,201.85711669921875,True
Multimedia_37.jpg,1,1,horizontal,A,1,508.0,599.8571166992188,508.0,606.1428833007812,6.2857666015625,200.14288330078125,True
Multimedia_37.jpg,1,1,horizontal,A,2,564.0,591.1428833007812,564.0,600.0,8.85711669921875,208.85711669921875,True
Multimedia_37.jpg,1,1,horizontal,A,3,620.0,587.0,620.0,597.0,10.0,213.0,True
Multimedia_37.jpg,1,1,horizontal,A,4,676.0,580.5714111328125,676.0,592.4285888671875,11.857177734375,219.4285888671875,False
Multimedia_37.jpg,1,1,horizontal,B,5,452.0,611.4286499023438,452.0,598.1428833007812,13.2857666015625,188.57135009765625,False
Multimedia_37.jpg,1,1,horizontal,B,6,508.0,606.1428833007812,508.0,599.8571166992188,6.2857666015625,193.85711669921875,True
Multimedia_37.jpg,1,1,horizontal,B,7,564.0,600.0,564.0,591.1428833007812,8.85711669921875,200.0,True
Multimedia_37.jpg,1,1,horizontal,B,8,620.0,597.0,620.0,587.0,10.0,203.0,True
Multimedia_37.jpg,1,1,horizontal,B,9,676.0,592.4285888671875,676.0,580.5714111328125,11.857177734375,207.5714111328125,True
Multimedia_39.jpg,0,0,vertical,A,0,217.57144165039062,107.0,230.42857360839844,107.0,12.857131958007812,693.0,False
Multimedia_39.jpg,0,0,vertical,A,1,218.0,164.75,228.0,164.75,10.0,635.25,True
Multimedia_39.jpg,0,0,vertical,A,2,217.00001525878906,222.5,225.0,222.5,7.9999847412109375,577.5,True
Multimedia_39.jpg,0,0,vertical,A,3,217.00001525878906,280.25,224.0,280.25,6.9999847412109375,519.75,True
Multimedia_39.jpg,0,0,vertical,A,4,216.57142639160156,338.0,225.28570556640625,338.0,8.714279174804688,462.0,False
Multimedia_39.jpg,0,0,vertical,B,5,230.42857360839844,107.0,217.57144165039062,107.0,12.857131958007812,693.0,True
Multimedia_39.jpg,0,0,vertical,B,6,228.0,164.75,218.0,164.75,10.0,635.25,True
Multimedia_39.jpg,0,0,vertical,B,7,225.0,222.5,217.00001525878906,222.5,7.9999847412109375,577.5,True
Multimedia_39.jpg,0,0,vertical,B,8,224.0,280.25,217.00001525878906,280.25,6.9999847412109375,519.75,True
Multimedia_39.jpg,0,0,vertical,B,9,225.28570556640625,338.0,216.57142639160156,338.0,8.714279174804688,462.0,True
Multimedia_39.jpg,1,1,vertical,A,0,221.57142639160156,435.0,234.00001525878906,435.0,12.4285888671875,365.0,False
Multimedia_39.jpg,1,1,vertical,A,1,223.00001525878906,492.0,226.85716247558594,492.0,3.857147216796875,308.0,True
Multimedia_39.jpg,1,1,vertical,A,2,225.0,549.0,231.71429443359375,549.0,6.71429443359375,251.0,True
Multimedia_39.jpg,1,1,vertical,A,3,225.0,606.0,232.0,606.0,7.0,194.0,True
Multimedia_39.jpg,1,1,vertical,A,4,226.57144165039062,663.0,235.42857360839844,663.0,8.857131958007812,137.0,False
Multimedia_39.jpg,1,1,vertical,B,5,234.00001525878906,435.0,221.57142639160156,435.0,12.4285888671875,365.0,True
Multimedia_39.jpg,1,1,vertical,B,6,226.85716247558594,492.0,223.00001525878906,492.0,3.857147216796875,308.0,True
Multimedia_39.jpg,1,1,vertical,B,7,231.71429443359375,549.0,225.0,549.0,6.71429443359375,251.0,True
Multimedia_39.jpg,1,1,vertical,B,8,232.0,606.0,225.0,606.0,7.0,194.0,True
Multimedia_39.jpg,1,1,vertical,B,9,235.42857360839844,663.0,226.57144165039062,663.0,8.857131958007812,137.0,True
Multimedia_40.jpg,0,0,vertical,A,0,221.57142639160156,111.0,235.2857208251953,111.0,13.71429443359375,689.0,False
Multimedia_40.jpg,0,0,vertical,A,1,222.00003051757812,169.5,233.00003051757812,169.5,11.0,630.5,True
Multimedia_40.jpg,0,0,vertical,A,2,220.00001525878906,228.0,230.00001525878906,228.0,10.0,572.0,True
Multimedia_40.jpg,0,0,vertical,A,3,220.00001525878906,286.5,229.00003051757812,286.5,9.000015258789062,513.5,True
Multimedia_40.jpg,0,0,vertical,A,4,225.4285888671875,345.0,230.1428680419922,345.0,4.7142791748046875,455.0,False
Multimedia_40.jpg,0,0,vertical,B,5,235.2857208251953,111.0,221.57142639160156,111.0,13.71429443359375,689.0,True
Multimedia_40.jpg,0,0,vertical,B,6,233.00003051757812,169.5,222.00003051757812,169.5,11.0,630.5,True
Multimedia_40.jpg,0,0,vertical,B,7,230.00001525878906,228.0,220.00001525878906,228.0,10.0,572.0,True
Multimedia_40.jpg,0,0,vertical,B,8,229.00003051757812,286.5,220.00001525878906,286.5,9.000015258789062,513.5,True
Multimedia_40.jpg,0,0,vertical,B,9,230.1428680419922,345.0,225.4285888671875,345.0,4.7142791748046875,455.0,True
Multimedia_40.jpg,1,1,vertical,A,0,224.4285888671875,443.0,239.85716247558594,443.0,15.428573608398438,357.0,False
Multimedia_40.jpg,1,1,vertical,A,1,225.0,502.25,231.0,502.25,6.0,297.75,True
Multimedia_40.jpg,1,1,vertical,A,2,227.00001525878906,561.5,235.0,561.5,7.9999847412109375,238.5,True
Multimedia_40.jpg,1,1,vertical,A,3,226.00003051757812,620.75,235.0,620.75,8.999969482421875,179.25,True
Multimedia_40.jpg,1,1,vertical,A,4,227.57142639160156,680.0,237.1428680419922,680.0,9.571441650390625,120.0,False
Multimedia_40.jpg,1,1,vertical,B,5,239.85716247558594,443.0,224.4285888671875,443.0,15.428573608398438,357.0,True
Multimedia_40.jpg,1,1,vertical,B,6,231.0,502.25,225.0,502.25,6.0,297.75,True
Multimedia_40.jpg,1,1,vertical,B,7,235.0,561.5,227.00001525878906,561.5,7.9999847412109375,238.5,True
Multimedia_40.jpg,1,1,vertical,B,8,235.0,620.75,226.00003051757812,620.75,8.999969482421875,179.25,True
Multimedia_40.jpg,1,1,vertical,B,9,237.1428680419922,680.0,227.57142639160156,680.0,9.571441650390625,120.0,True
Multimedia_41.jpg,0,0,vertical,A,0,214.57142639160156,104.0,228.2857208251953,104.0,13.71429443359375,696.0,False
Multimedia_41.jpg,0,0,vertical,A,1,214.0,161.5,225.5,161.5,11.5,638.5,True
Multimedia_41.jpg,0,0,vertical,A,2,212.00001525878906,219.0,221.85716247558594,219.0,9.857147216796875,581.0,True
Multimedia_41.jpg,0,0,vertical,A,3,211.0,276.5,220.00001525878906,276.5,9.000015258789062,523.5,True
Multimedia_41.jpg,0,0,vertical,A,4,209.57142639160156,334.0,221.14285278320312,334.0,11.571426391601562,466.0,False
Multimedia_41.jpg,0,0,vertical,B,5,228.2857208251953,104.0,214.57142639160156,104.0,13.71429443359375,696.0,True
Multimedia_41.jpg,0,0,vertical,B,6,225.5,161.5,214.0,161.5,11.5,638.5,True
Multimedia_41.jpg,0,0,vertical,B,7,221.85716247558594,219.0,212.00001525878906,219.0,9.857147216796875,581.0,True
Multimedia_41.jpg,0,0,vertical,B,8,220.00001525878906,276.5,211.0,276.5,9.000015258789062,523.5,True
Multimedia_41.jpg,0,0,vertical,B,9,221.14285278320312,334.0,209.57142639160156,334.0,11.571426391601562,466.0,True
Multimedia_41.jpg,1,1,vertical,A,0,214.2857208251953,431.0,228.85716247558594,431.0,14.571441650390625,369.0,False
Multimedia_41.jpg,1,1,vertical,A,1,215.00003051757812,489.25,220.00001525878906,489.25,4.9999847412109375,310.75,True
Multimedia_41.jpg,1,1,vertical,A,2,216.00001525878906,547.5,224.0,547.5,7.9999847412109375,252.5,True
Multimedia_41.jpg,1,1,vertical,A,3,214.03571319580078,605.75,224.0,605.75,9.964286804199219,194.25,True
Multimedia_41.jpg,1,1,vertical,A,4,215.57144165039062,664.0,225.42855834960938,664.0,9.85711669921875,136.0,False
Multimedia_41.jpg,1,1,vertical,B,5,228.85716247558594,431.0,214.2857208251953,431.0,14.571441650390625,369.0,True
Multimedia_41.jpg,1,1,vertical,B,6,220.00001525878906,489.25,215.00003051757812,489.25,4.9999847412109375,310.75,True
Multimedia_41.jpg,1,1,vertical,B,7,224.0,547.5,216.00001525878906,547.5,7.9999847412109375,252.5,True
Multimedia_41.jpg,1,1,vertical,B,8,224.0,605.75,214.03571319580078,605.75,9.964286804199219,194.25,True
Multimedia_41.jpg,1,1,vertical,B,9,225.42855834960938,664.0,215.57144165039062,664.0,9.85711669921875,136.0,True
Multimedia_41.jpg,2,2,horizontal,A,0,119.0,567.5714111328125,119.0,568.4285888671875,0.857177734375,232.4285888671875,True
Multimedia_41.jpg,2,2,horizontal,A,1,145.5,566.0,145.5,584.0000610351562,18.00006103515625,234.0,True
Multimedia_41.jpg,2,2,horizontal,A,2,172.0,566.0,172.0,571.2857666015625,5.2857666015625,234.0,True
Multimedia_41.jpg,2,2,horizontal,A,3,198.5,566.0,198.5,569.0,3.0,234.0,True
Multimedia_41.jpg,2,2,horizontal,A,4,225.0,565.857177734375,225.0,567.1428833007812,1.28570556640625,234.142822265625,False
Multimedia_41.jpg,2,2,horizontal,B,5,119.0,568.4285888671875,119.0,567.5714111328125,0.857177734375,231.5714111328125,True
Multimedia_41.jpg,2,2,horizontal,B,6,145.5,584.0000610351562,145.5,566.0,18.00006103515625,215.99993896484375,False
Multimedia_41.jpg,2,2,horizontal,B,7,172.0,571.2857666015625,172.0,566.0,5.2857666015625,228.7142333984375,True
Multimedia_41.jpg,2,2,horizontal,B,8,198.5,569.0,198.5,566.0,3.0,231.0,True
Multimedia_41.jpg,2,2,horizontal,B,9,225.0,567.1428833007812,225.0,565.857177734375,1.28570556640625,232.85711669921875,True
Multimedia_41.jpg,3,3,vertical,A,0,160.57144165039062,533.0,161.7143096923828,533.0,1.1428680419921875,267.0,False
Multimedia_41.jpg,3,3,vertical,A,1,151.42857360839844,553.0,162.0,553.0,10.571426391601562,247.0,True
Multimedia_41.jpg,3,3,vertical,A,2,146.00001525878906,573.0,163.1428680419922,573.0,17.142852783203125,227.0,True
Multimedia_41.jpg,3,3,vertical,A,3,147.0,593.0,163.00001525878906,593.0,16.000015258789062,207.0,True
Multimedia_41.jpg,3,3,vertical,A,4,157.57142639160156,613.0,163.42857360839844,613.0,5.857147216796875,187.0,False
Multimedia_41.jpg,3,3,vertical,B,5,161.7143096923828,533.0,160.57144165039062,533.0,1.1428680419921875,267.0,True
Multimedia_41.jpg,3,3,vertical,B,6,162.0,553.0,151.42857360839844,553.0,10.571426391601562,247.0,True
Multimedia_41.jpg,3,3,vertical,B,7,163.1428680419922,573.0,146.00001525878906,573.0,17.142852783203125,227.0,True
Multimedia_41.jpg,3,3,vertical,B,8,163.00001525878906,593.0,147.0,593.0,16.000015258789062,207.0,True
Multimedia_41.jpg,3,3,vertical,B,9,163.42857360839844,613.0,157.57142639160156,613.0,5.857147216796875,187.0,True
Multimedia_42.jpg,0,0,vertical,A,0,241.57144165039062,128.0,246.42860412597656,128.0,4.8571624755859375,672.0,False
Multimedia_42.jpg,0,0,vertical,A,1,242.21429443359375,145.5,247.00003051757812,145.5,4.785736083984375,654.5,True
Multimedia_42.jpg,0,0,vertical,A,2,243.00003051757812,163.0,247.00003051757812,163.0,4.0,637.0,True
Multimedia_42.jpg,0,0,vertical,A,3,244.00001525878906,180.5,247.00003051757812,180.5,3.0000152587890625,619.5,True
Multimedia_42.jpg,0,0,vertical,A,4,245.5714111328125,198.0,246.42855834960938,198.0,0.857147216796875,602.0,False
